Date,Location,Temperature,WeatherEvent,Precipitation
2021-08-27,City_1,30.2,Snow,0.0
2021-08-28,City_1,28.0,Rain,0.91
2021-08-29,City_1,29.4,Snow,0.5
2021-08-30,City_1,28.1,Rain,0.0
2021-08-31,City_1,29.2,Snow,0.18
2021-09-01,City_1,29.9,Snow,1.18
2021-09-02,City_1,28.6,Snow,1.39
2021-09-03,City_1,23.8,Clear,0.0
2021-09-04,City_1,34.6,Rain,0.0
2021-09-05,City_1,23.9,Snow,1.4
2021-09-06,City_1,16.9,Snow,0.21
2021-09-07,City_1,31.6,Snow,0.0
2021-09-08,City_1,36.0,Clear,0.0
2021-09-09,City_1,30.9,Clear,0.0
2021-09-10,City_1,34.4,Clear,0.0
2021-09-11,City_1,25.0,Snow,1.42
2021-09-12,City_1,25.2,Snow,0.0
2021-09-13,City_1,29.8,Snow,0.25
2021-09-14,City_1,27.8,Snow,1.71
2021-09-15,City_1,22.1,Clear,0.0
2021-09-16,City_1,32.8,Rain,0.55
2021-09-17,City_1,29.0,Snow,1.93
2021-09-18,City_1,32.6,Clear,0.0
2021-09-19,City_1,32.3,Rain,0.7
2021-09-20,City_1,26.2,Snow,1.86
2021-09-21,City_1,30.2,Snow,0.0
2021-09-22,City_1,25.0,Snow,0.0
2021-09-23,City_1,32.9,Clear,0.0
2021-09-24,City_1,32.0,Rain,0.57
2021-09-25,City_1,35.9,Clear,0.0
2021-09-26,City_1,20.1,Rain,0.0
2021-09-27,City_1,33.1,Fog,0.0
2021-09-28,City_1,24.2,Fog,0.0
2021-09-29,City_1,24.7,Snow,1.13
2021-09-30,City_1,34.1,Cloudy,0.0
2021-10-01,City_1,35.2,Rain,0.32
2021-10-02,City_1,31.7,Snow,1.43
2021-10-03,City_1,29.8,Snow,0.0
2021-10-04,City_1,34.0,Fog,0.0
2021-10-05,City_1,25.7,Rain,0.15
2021-10-06,City_1,40.5,Rain,0.69
2021-10-07,City_1,36.3,Rain,0.0
2021-10-08,City_1,33.5,Rain,0.56
2021-10-09,City_1,28.9,Clear,0.0
2021-10-10,City_1,28.1,Snow,1.17
2021-10-11,City_1,35.7,Clear,0.0
2021-10-12,City_1,34.8,Rain,0.0
2021-10-13,City_1,38.3,Clear,0.0
2021-10-14,City_1,32.8,Clear,0.0
2021-10-15,City_1,38.2,Rain,0.66
2021-10-16,City_1,38.1,Clear,0.0
2021-10-17,City_1,33.0,Rain,0.26
2021-10-18,City_1,41.2,Clear,0.0
2021-10-19,City_1,32.3,Rain,0.78
2021-10-20,City_1,40.1,Clear,0.0
2021-10-21,City_1,40.6,Clear,0.0
2021-10-22,City_1,42.8,Clear,0.0
2021-10-23,City_1,35.5,Clear,0.0
2021-10-24,City_1,40.2,Windy,0.0
2021-10-25,City_1,37.0,Clear,0.0
2021-10-26,City_1,38.0,Rain,0.0
2021-10-27,City_1,34.8,Clear,0.0
2021-10-28,City_1,44.8,Windy,0.0
2021-10-29,City_1,39.4,Rain,0.6
2021-10-30,City_1,47.5,Clear,0.0
2021-10-31,City_1,40.0,Rain,0.05
2021-11-01,City_1,39.7,Clear,0.0
2021-11-02,City_1,37.7,Rain,0.0
2021-11-03,City_1,41.9,Rain,0.81
2021-11-04,City_1,35.2,Clear,0.0
2021-11-05,City_1,43.5,Clear,0.0
2021-11-06,City_1,35.5,Rain,0.16
2021-11-07,City_1,43.2,Clear,0.0
2021-11-08,City_1,44.1,Clear,0.0
2021-11-09,City_1,29.9,Snow,0.0
2021-11-10,City_1,35.4,Clear,0.0
2021-11-11,City_1,42.6,Clear,0.0
2021-11-12,City_1,37.0,Clear,0.0
2021-11-13,City_1,38.3,Clear,0.0
2021-11-14,City_1,35.7,Rain,0.76
2021-11-15,City_1,48.5,Clear,0.0
2021-11-16,City_1,46.3,Rain,0.0
2021-11-17,City_1,41.2,Clear,0.0
2021-11-18,City_1,49.1,Clear,0.0
2021-11-19,City_1,40.5,Clear,0.0
2021-11-20,City_1,51.4,Rain,0.0
2021-11-21,City_1,47.4,Clear,0.0
2021-11-22,City_1,36.3,Rain,0.0
2021-11-23,City_1,44.3,Rain,0.05
2021-11-24,City_1,51.0,Clear,0.0
2021-11-25,City_1,53.1,Rain,0.31
2021-11-26,City_1,41.0,Rain,0.75
2021-11-27,City_1,56.6,Clear,0.0
2021-11-28,City_1,57.0,Rain,0.0
2021-11-29,City_1,50.5,Rain,0.12
2021-11-30,City_1,48.1,Rain,0.0
2021-12-01,City_1,54.8,Rain,0.83
2021-12-02,City_1,53.6,Clear,0.0
2021-12-03,City_1,55.2,Clear,0.0
2021-12-04,City_1,51.6,Clear,0.0
2021-12-05,City_1,51.8,Clear,0.0
2021-12-06,City_1,50.4,Clear,0.0
2021-12-07,City_1,46.8,Cloudy,0.0
2021-12-08,City_1,50.3,Fog,0.0
2021-12-09,City_1,50.1,Clear,0.0
2021-12-10,City_1,58.3,Clear,0.0
2021-12-11,City_1,58.7,Clear,0.0
2021-12-12,City_1,54.8,Cloudy,0.0
2021-12-13,City_1,53.6,Clear,0.0
2021-12-14,City_1,67.5,Rain,0.86
2021-12-15,City_1,57.3,Rain,1.15
2021-12-16,City_1,51.4,Rain,0.6
2021-12-17,City_1,61.7,Clear,0.0
2021-12-18,City_1,63.1,Rain,0.82
2021-12-19,City_1,60.7,Clear,0.0
2021-12-20,City_1,59.6,Clear,0.0
2021-12-21,City_1,61.0,Clear,0.0
2021-12-22,City_1,48.4,Rain,0.0
2021-12-23,City_1,53.3,Rain,0.0
2021-12-24,City_1,65.2,Rain,1.42
2021-12-25,City_1,62.6,Clear,0.0
2021-12-26,City_1,60.3,Rain,0.0
2021-12-27,City_1,59.1,Rain,1.46
2021-12-28,City_1,54.1,Rain,0.34
2021-12-29,City_1,49.2,Clear,0.0
2021-12-30,City_1,59.4,Clear,0.0
2021-12-31,City_1,62.3,Clear,0.0
2022-01-01,City_1,53.9,Rain,1.05
2022-01-02,City_1,53.3,Clear,0.0
2022-01-03,City_1,64.7,Cloudy,0.0
2022-01-04,City_1,73.6,Rain,0.54
2022-01-05,City_1,63.0,Rain,1.16
2022-01-06,City_1,61.2,Clear,0.0
2022-01-07,City_1,70.8,Rain,0.71
2022-01-08,City_1,68.8,Rain,0.52
2022-01-09,City_1,59.1,Rain,0.39
2022-01-10,City_1,67.5,Clear,0.0
2022-01-11,City_1,65.1,Clear,0.0
2022-01-12,City_1,63.8,Clear,0.0
2022-01-13,City_1,70.2,Rain,0.68
2022-01-14,City_1,64.7,Fog,0.0
2022-01-15,City_1,73.4,Clear,0.0
2022-01-16,City_1,65.8,Clear,0.0
2022-01-17,City_1,62.6,Clear,0.0
2022-01-18,City_1,67.7,Clear,0.0
2022-01-19,City_1,72.5,Rain,0.14
2022-01-20,City_1,72.2,Clear,0.0
2022-01-21,City_1,59.8,Clear,0.0
2022-01-22,City_1,80.8,Rain,0.48
2022-01-23,City_1,63.7,Clear,0.0
2022-01-24,City_1,62.1,Clear,0.0
2022-01-25,City_1,67.7,Clear,0.0
2022-01-26,City_1,71.9,Rain,0.0
2022-01-27,City_1,72.6,Clear,0.0
2022-01-28,City_1,76.4,Thunderstorm,1.83
2022-01-29,City_1,82.1,Clear,0.0
2022-01-30,City_1,73.2,Clear,0.0
2022-01-31,City_1,75.4,Clear,0.0
2022-02-01,City_1,72.5,Clear,0.0
2022-02-02,City_1,64.6,Clear,0.0
2022-02-03,City_1,75.8,Clear,0.0
2022-02-04,City_1,72.6,Rain,1.17
2022-02-05,City_1,67.6,Rain,0.27
2022-02-06,City_1,74.1,Clear,0.0
2022-02-07,City_1,69.4,Clear,0.0
2022-02-08,City_1,72.2,Rain,0.64
2022-02-09,City_1,71.5,Clear,0.0
2022-02-10,City_1,75.9,Clear,0.0
2022-02-11,City_1,74.2,Rain,0.29
2022-02-12,City_1,71.0,Clear,0.0
2022-02-13,City_1,75.4,Clear,0.0
2022-02-14,City_1,67.5,Rain,1.47
2022-02-15,City_1,71.5,Clear,0.0
2022-02-16,City_1,68.6,Clear,0.0
2022-02-17,City_1,80.0,Clear,0.0
2022-02-18,City_1,80.1,Rain,1.78
2022-02-19,City_1,73.9,Clear,0.0
2022-02-20,City_1,74.9,Clear,0.0
2022-02-21,City_1,76.2,Thunderstorm,0.79
2022-02-22,City_1,69.7,Clear,0.0
2022-02-23,City_1,77.1,Clear,0.0
2022-02-24,City_1,72.5,Clear,0.0
2022-02-25,City_1,72.1,Clear,0.0
2022-02-26,City_1,79.2,Clear,0.0
2022-02-27,City_1,89.3,Clear,0.0
2022-02-28,City_1,78.5,Clear,0.0
2022-03-01,City_1,82.6,Windy,0.0
2022-03-02,City_1,79.6,Clear,0.0
2022-03-03,City_1,75.4,Clear,0.0
2022-03-04,City_1,82.7,Clear,0.0
2022-03-05,City_1,76.2,Rain,1.78
2022-03-06,City_1,75.4,Clear,0.0
2022-03-07,City_1,79.3,Clear,0.0
2022-03-08,City_1,79.5,Thunderstorm,1.37
2022-03-09,City_1,79.5,Clear,0.0
2022-03-10,City_1,76.0,Clear,0.0
2022-03-11,City_1,69.1,Rain,0.0
2022-03-12,City_1,87.9,Clear,0.0
2022-03-13,City_1,70.6,Clear,0.0
2022-03-14,City_1,82.4,Clear,0.0
2022-03-15,City_1,82.7,Clear,0.0
2022-03-16,City_1,77.3,Clear,0.0
2022-03-17,City_1,72.1,Fog,0.0
2022-03-18,City_1,86.0,Clear,0.0
2022-03-19,City_1,83.1,Clear,0.0
2022-03-20,City_1,79.8,Clear,0.0
2022-03-21,City_1,77.8,Clear,0.0
2022-03-22,City_1,74.1,Clear,0.0
2022-03-23,City_1,71.7,Rain,0.74
2022-03-24,City_1,75.6,Clear,0.0
2022-03-25,City_1,75.8,Thunderstorm,1.39
2022-03-26,City_1,84.3,Clear,0.0
2022-03-27,City_1,74.0,Clear,0.0
2022-03-28,City_1,76.7,Clear,0.0
2022-03-29,City_1,75.1,Thunderstorm,1.97
2022-03-30,City_1,75.3,Clear,0.0
2022-03-31,City_1,76.1,Clear,0.0
2022-04-01,City_1,71.5,Clear,0.0
2022-04-02,City_1,75.8,Rain,0.04
2022-04-03,City_1,70.8,Clear,0.0
2022-04-04,City_1,80.9,Clear,0.0
2022-04-05,City_1,79.4,Clear,0.0
2022-04-06,City_1,70.0,Clear,0.0
2022-04-07,City_1,74.2,Clear,0.0
2022-04-08,City_1,81.7,Clear,0.0
2022-04-09,City_1,73.3,Rain,0.04
2022-04-10,City_1,80.3,Thunderstorm,1.59
2022-04-11,City_1,67.7,Clear,0.0
2022-04-12,City_1,78.6,Clear,0.0
2022-04-13,City_1,84.0,Rain,0.85
2022-04-14,City_1,68.0,Clear,0.0
2022-04-15,City_1,73.7,Clear,0.0
2022-04-16,City_1,70.8,Clear,0.0
2022-04-17,City_1,66.8,Clear,0.0
2022-04-18,City_1,65.1,Rain,0.0
2022-04-19,City_1,68.4,Clear,0.0
2022-04-20,City_1,81.7,Rain,1.4
2022-04-21,City_1,67.6,Clear,0.0
2022-04-22,City_1,77.8,Clear,0.0
2022-04-23,City_1,66.7,Clear,0.0
2022-04-24,City_1,63.4,Rain,0.0
2022-04-25,City_1,75.9,Clear,0.0
2022-04-26,City_1,73.6,Clear,0.0
2022-04-27,City_1,67.3,Clear,0.0
2022-04-28,City_1,64.9,Rain,1.31
2022-04-29,City_1,73.5,Clear,0.0
2022-04-30,City_1,73.5,Rain,1.19
2022-05-01,City_1,71.0,Rain,0.0
2022-05-02,City_1,72.3,Rain,0.0
2022-05-03,City_1,74.4,Clear,0.0
2022-05-04,City_1,70.5,Rain,0.43
2022-05-05,City_1,72.0,Clear,0.0
2022-05-06,City_1,66.0,Rain,0.34
2022-05-07,City_1,66.1,Rain,1.22
2022-05-08,City_1,69.6,Clear,0.0
2022-05-09,City_1,65.8,Rain,0.54
2022-05-10,City_1,56.2,Rain,0.0
2022-05-11,City_1,61.9,Clear,0.0
2022-05-12,City_1,69.5,Rain,1.31
2022-05-13,City_1,56.8,Clear,0.0
2022-05-14,City_1,61.2,Cloudy,0.0
2022-05-15,City_1,60.2,Windy,0.0
2022-05-16,City_1,66.4,Clear,0.0
2022-05-17,City_1,67.6,Clear,0.0
2022-05-18,City_1,54.0,Clear,0.0
2022-05-19,City_1,65.5,Clear,0.0
2022-05-20,City_1,66.9,Clear,0.0
2022-05-21,City_1,60.2,Rain,0.0
2022-05-22,City_1,63.5,Clear,0.0
2022-05-23,City_1,61.5,Clear,0.0
2022-05-24,City_1,70.0,Rain,0.75
2022-05-25,City_1,52.9,Clear,0.0
2022-05-26,City_1,61.0,Rain,0.0
2022-05-27,City_1,52.3,Clear,0.0
2022-05-28,City_1,59.5,Clear,0.0
2022-05-29,City_1,66.0,Clear,0.0
2022-05-30,City_1,66.2,Fog,0.0
2022-05-31,City_1,53.2,Clear,0.0
2022-06-01,City_1,55.1,Rain,0.61
2022-06-02,City_1,63.2,Cloudy,0.0
2022-06-03,City_1,66.1,Clear,0.0
2022-06-04,City_1,57.1,Rain,0.99
2022-06-05,City_1,49.3,Clear,0.0
2022-06-06,City_1,61.6,Clear,0.0
2022-06-07,City_1,54.6,Clear,0.0
2022-06-08,City_1,57.8,Clear,0.0
2022-06-09,City_1,58.6,Rain,0.0
2022-06-10,City_1,59.8,Clear,0.0
2022-06-11,City_1,54.3,Rain,1.25
2022-06-12,City_1,47.9,Clear,0.0
2022-06-13,City_1,45.6,Clear,0.0
2022-06-14,City_1,55.8,Rain,1.25
2022-06-15,City_1,40.9,Clear,0.0
2022-06-16,City_1,48.3,Clear,0.0
2022-06-17,City_1,50.2,Rain,1.2
2022-06-18,City_1,52.2,Rain,0.8
2022-06-19,City_1,46.4,Clear,0.0
2022-06-20,City_1,48.0,Clear,0.0
2022-06-21,City_1,57.0,Clear,0.0
2022-06-22,City_1,49.6,Rain,0.81
2022-06-23,City_1,54.6,Clear,0.0
2022-06-24,City_1,44.8,Clear,0.0
2022-06-25,City_1,51.4,Windy,0.0
2022-06-26,City_1,51.8,Clear,0.0
2022-06-27,City_1,44.1,Clear,0.0
2022-06-28,City_1,45.5,Clear,0.0
2022-06-29,City_1,54.1,Clear,0.0
2022-06-30,City_1,57.3,Rain,0.18
2022-07-01,City_1,58.8,Clear,0.0
2022-07-02,City_1,43.4,Rain,0.45
2022-07-03,City_1,43.9,Clear,0.0
2022-07-04,City_1,51.2,Rain,0.0
2022-07-05,City_1,44.0,Rain,0.07
2022-07-06,City_1,38.7,Clear,0.0
2022-07-07,City_1,30.4,Snow,0.67
2022-07-08,City_1,37.5,Rain,0.91
2022-07-09,City_1,41.2,Clear,0.0
2022-07-10,City_1,39.4,Clear,0.0
2022-07-11,City_1,35.9,Rain,0.66
2022-07-12,City_1,49.9,Clear,0.0
2022-07-13,City_1,42.9,Windy,0.0
2022-07-14,City_1,40.5,Clear,0.0
2022-07-15,City_1,43.7,Clear,0.0
2022-07-16,City_1,45.5,Rain,1.26
2022-07-17,City_1,44.1,Rain,0.53
2022-07-18,City_1,35.5,Clear,0.0
2022-07-19,City_1,42.6,Fog,0.0
2022-07-20,City_1,33.5,Clear,0.0
2022-07-21,City_1,42.2,Rain,0.61
2022-07-22,City_1,40.3,Clear,0.0
2022-07-23,City_1,33.5,Clear,0.0
2022-07-24,City_1,42.3,Fog,0.0
2022-07-25,City_1,38.3,Clear,0.0
2022-07-26,City_1,29.9,Snow,0.0
2022-07-27,City_1,31.2,Snow,1.13
2022-07-28,City_1,36.1,Rain,0.54
2022-07-29,City_1,32.3,Clear,0.0
2022-07-30,City_1,35.0,Windy,0.0
2022-07-31,City_1,40.2,Clear,0.0
2022-08-01,City_1,35.5,Clear,0.0
2022-08-02,City_1,39.5,Rain,0.0
2022-08-03,City_1,32.4,Clear,0.0
2022-08-04,City_1,46.3,Clear,0.0
2022-08-05,City_1,28.5,Snow,0.72
2022-08-06,City_1,33.4,Rain,0.71
2022-08-07,City_1,36.0,Rain,0.22
2022-08-08,City_1,34.7,Cloudy,0.0
2022-08-09,City_1,31.4,Snow,0.52
2022-08-10,City_1,37.6,Rain,0.0
2022-08-11,City_1,31.1,Snow,0.2
2022-08-12,City_1,35.1,Rain,0.93
2022-08-13,City_1,32.3,Clear,0.0
2022-08-14,City_1,29.1,Snow,0.68
2022-08-15,City_1,26.1,Snow,0.12
2022-08-16,City_1,32.3,Clear,0.0
2022-08-17,City_1,33.5,Rain,0.0
2022-08-18,City_1,28.1,Snow,1.8
2022-08-19,City_1,25.3,Clear,0.0
2022-08-20,City_1,30.2,Snow,0.34
2022-08-21,City_1,40.4,Rain,0.37
2022-08-22,City_1,30.9,Snow,1.65
2022-08-23,City_1,26.8,Snow,0.0
2022-08-24,City_1,31.2,Rain,0.67
2022-08-25,City_1,32.2,Rain,0.8
2022-08-26,City_1,29.5,Clear,0.0
2022-08-27,City_1,36.9,Clear,0.0
2022-08-28,City_1,34.8,Clear,0.0
2022-08-29,City_1,23.7,Rain,0.13
2022-08-30,City_1,31.8,Snow,0.0
2022-08-31,City_1,25.0,Snow,0.0
2022-09-01,City_1,28.3,Snow,0.66
2022-09-02,City_1,30.6,Snow,0.0
2022-09-03,City_1,31.8,Clear,0.0
2022-09-04,City_1,30.6,Clear,0.0
2022-09-05,City_1,36.1,Clear,0.0
2022-09-06,City_1,24.0,Snow,0.16
2022-09-07,City_1,35.4,Clear,0.0
2022-09-08,City_1,28.8,Snow,0.68
2022-09-09,City_1,31.5,Snow,0.0
2022-09-10,City_1,38.1,Clear,0.0
2022-09-11,City_1,34.4,Clear,0.0
2022-09-12,City_1,34.6,Rain,0.69
2022-09-13,City_1,24.8,Snow,1.32
2022-09-14,City_1,30.1,Snow,0.99
2022-09-15,City_1,32.0,Rain,0.81
2022-09-16,City_1,28.8,Snow,0.02
2022-09-17,City_1,35.3,Rain,0.93
2022-09-18,City_1,26.3,Snow,1.36
2022-09-19,City_1,29.9,Snow,0.0
2022-09-20,City_1,29.7,Snow,0.36
2022-09-21,City_1,20.7,Snow,1.55
2022-09-22,City_1,25.4,Clear,0.0
2022-09-23,City_1,32.6,Clear,0.0
2022-09-24,City_1,30.5,Snow,1.43
2022-09-25,City_1,39.8,Rain,0.53
2022-09-26,City_1,36.2,Clear,0.0
2022-09-27,City_1,27.7,Clear,0.0
2022-09-28,City_1,31.2,Snow,0.84
2022-09-29,City_1,27.5,Snow,1.37
2022-09-30,City_1,25.0,Clear,0.0
2022-10-01,City_1,28.6,Fog,0.0
2022-10-02,City_1,29.5,Snow,1.6
2022-10-03,City_1,29.1,Snow,1.31
2022-10-04,City_1,36.4,Clear,0.0
2022-10-05,City_1,31.9,Snow,1.69
2022-10-06,City_1,37.3,Clear,0.0
2022-10-07,City_1,38.5,Clear,0.0
2022-10-08,City_1,30.9,Snow,1.1
2022-10-09,City_1,43.2,Clear,0.0
2022-10-10,City_1,28.0,Snow,1.86
2022-10-11,City_1,33.3,Clear,0.0
2022-10-12,City_1,31.0,Snow,1.58
2022-10-13,City_1,31.6,Snow,1.16
2022-10-14,City_1,43.3,Clear,0.0
2022-10-15,City_1,25.9,Rain,0.79
2022-10-16,City_1,35.7,Clear,0.0
2022-10-17,City_1,28.3,Clear,0.0
2022-10-18,City_1,38.5,Clear,0.0
2022-10-19,City_1,30.6,Snow,0.0
2022-10-20,City_1,36.2,Clear,0.0
2022-10-21,City_1,40.5,Clear,0.0
2022-10-22,City_1,42.5,Rain,0.04
2022-10-23,City_1,36.4,Rain,0.51
2022-10-24,City_1,33.1,Clear,0.0
2022-10-25,City_1,37.9,Rain,0.58
2022-10-26,City_1,36.8,Clear,0.0
2022-10-27,City_1,37.1,Clear,0.0
2022-10-28,City_1,36.6,Clear,0.0
2022-10-29,City_1,39.5,Rain,0.0
2022-10-30,City_1,40.0,Clear,0.0
2022-10-31,City_1,41.6,Clear,0.0
2022-11-01,City_1,44.3,Rain,0.2
2022-11-02,City_1,37.9,Clear,0.0
2022-11-03,City_1,34.9,Rain,0.99
2022-11-04,City_1,43.3,Rain,0.0
2022-11-05,City_1,42.8,Windy,0.0
2022-11-06,City_1,43.3,Rain,0.0
2022-11-07,City_1,39.9,Clear,0.0
2022-11-08,City_1,38.4,Clear,0.0
2022-11-09,City_1,36.2,Rain,0.42
2022-11-10,City_1,45.3,Windy,0.0
2022-11-11,City_1,42.2,Rain,0.51
2022-11-12,City_1,42.0,Fog,0.0
2022-11-13,City_1,43.4,Rain,0.72
2022-11-14,City_1,42.5,Clear,0.0
2022-11-15,City_1,42.7,Rain,0.12
2022-11-16,City_1,45.6,Rain,0.0
2022-11-17,City_1,40.5,Rain,0.12
2022-11-18,City_1,35.0,Cloudy,0.0
2022-11-19,City_1,43.2,Cloudy,0.0
2022-11-20,City_1,41.3,Rain,0.57
2022-11-21,City_1,45.8,Rain,0.0
2022-11-22,City_1,54.1,Windy,0.0
2022-11-23,City_1,47.5,Clear,0.0
2022-11-24,City_1,61.7,Clear,0.0
2022-11-25,City_1,44.9,Clear,0.0
2022-11-26,City_1,48.5,Clear,0.0
2022-11-27,City_1,45.4,Clear,0.0
2022-11-28,City_1,45.5,Clear,0.0
2022-11-29,City_1,52.3,Clear,0.0
2022-11-30,City_1,46.4,Clear,0.0
2022-12-01,City_1,53.6,Clear,0.0
2022-12-02,City_1,55.6,Clear,0.0
2022-12-03,City_1,56.4,Rain,1.15
2022-12-04,City_1,48.5,Clear,0.0
2022-12-05,City_1,54.0,Windy,0.0
2022-12-06,City_1,55.3,Rain,1.49
2022-12-07,City_1,49.4,Clear,0.0
2022-12-08,City_1,51.1,Rain,0.0
2022-12-09,City_1,47.3,Clear,0.0
2022-12-10,City_1,60.5,Rain,1.33
2022-12-11,City_1,53.5,Fog,0.0
2022-12-12,City_1,64.1,Clear,0.0
2022-12-13,City_1,55.1,Rain,0.0
2022-12-14,City_1,55.9,Fog,0.0
2022-12-15,City_1,57.1,Rain,1.5
2022-12-16,City_1,49.9,Clear,0.0
2022-12-17,City_1,58.7,Rain,0.21
2022-12-18,City_1,59.0,Rain,0.0
2022-12-19,City_1,58.9,Clear,0.0
2022-12-20,City_1,57.1,Clear,0.0
2022-12-21,City_1,56.4,Windy,0.0
2022-12-22,City_1,68.1,Clear,0.0
2022-12-23,City_1,61.3,Rain,1.13
2022-12-24,City_1,66.6,Fog,0.0
2022-12-25,City_1,64.9,Rain,0.41
2022-12-26,City_1,63.4,Clear,0.0
2022-12-27,City_1,59.3,Rain,0.0
2022-12-28,City_1,57.2,Clear,0.0
2022-12-29,City_1,48.9,Clear,0.0
2022-12-30,City_1,65.3,Clear,0.0
2022-12-31,City_1,59.2,Rain,0.7
2020-01-01,City_2,66.0,Clear,0.0
2020-01-02,City_2,62.8,Clear,0.0
2020-01-03,City_2,68.8,Clear,0.0
2020-01-04,City_2,59.4,Clear,0.0
2020-01-05,City_2,63.3,Clear,0.0
2020-01-06,City_2,62.9,Rain,1.22
2020-01-07,City_2,70.0,Clear,0.0
2020-01-08,City_2,63.6,Rain,0.81
2020-01-09,City_2,64.6,Rain,0.95
2020-01-10,City_2,66.5,Clear,0.0
2020-01-11,City_2,78.7,Clear,0.0
2020-01-12,City_2,68.6,Clear,0.0
2020-01-13,City_2,58.9,Clear,0.0
2020-01-14,City_2,64.9,Clear,0.0
2020-01-15,City_2,58.2,Clear,0.0
2020-01-16,City_2,70.7,Clear,0.0
2020-01-17,City_2,65.0,Clear,0.0
2020-01-18,City_2,76.0,Clear,0.0
2020-01-19,City_2,67.6,Rain,0.09
2020-01-20,City_2,70.7,Clear,0.0
2020-01-21,City_2,78.2,Clear,0.0
2020-01-22,City_2,73.4,Rain,0.2
2020-01-23,City_2,61.4,Cloudy,0.0
2020-01-24,City_2,68.4,Clear,0.0
2020-01-25,City_2,67.7,Rain,0.15
2020-01-26,City_2,64.6,Rain,0.0
2020-01-27,City_2,69.8,Rain,1.23
2020-01-28,City_2,73.3,Clear,0.0
2020-01-29,City_2,78.0,Windy,0.0
2020-01-30,City_2,69.7,Clear,0.0
2020-01-31,City_2,77.5,Clear,0.0
2020-02-01,City_2,73.7,Clear,0.0
2020-02-02,City_2,76.8,Clear,0.0
2020-02-03,City_2,79.4,Thunderstorm,1.3
2020-02-04,City_2,74.5,Clear,0.0
2020-02-05,City_2,70.7,Clear,0.0
2020-02-06,City_2,70.7,Rain,1.38
2020-02-07,City_2,91.0,Clear,0.0
2020-02-08,City_2,78.7,Clear,0.0
2020-02-09,City_2,72.5,Clear,0.0
2020-02-10,City_2,70.1,Cloudy,0.0
2020-02-11,City_2,77.1,Clear,0.0
2020-02-12,City_2,72.8,Clear,0.0
2020-02-13,City_2,78.2,Rain,1.95
2020-02-14,City_2,84.9,Rain,1.14
2020-02-15,City_2,82.3,Fog,0.0
2020-02-16,City_2,74.4,Clear,0.0
2020-02-17,City_2,73.4,Clear,0.0
2020-02-18,City_2,81.2,Clear,0.0
2020-02-19,City_2,80.3,Clear,0.0
2020-02-20,City_2,75.7,Clear,0.0
2020-02-21,City_2,74.0,Clear,0.0
2020-02-22,City_2,75.7,Clear,0.0
2020-02-23,City_2,69.4,Clear,0.0
2020-02-24,City_2,81.2,Clear,0.0
2020-02-25,City_2,89.7,Fog,0.0
2020-02-26,City_2,79.0,Clear,0.0
2020-02-27,City_2,85.9,Cloudy,0.0
2020-02-28,City_2,75.6,Thunderstorm,2.88
2020-02-29,City_2,83.4,Clear,0.0
2020-03-01,City_2,84.6,Clear,0.0
2020-03-02,City_2,79.0,Clear,0.0
2020-03-03,City_2,75.7,Clear,0.0
2020-03-04,City_2,80.6,Clear,0.0
2020-03-05,City_2,80.5,Clear,0.0
2020-03-06,City_2,78.8,Clear,0.0
2020-03-07,City_2,78.6,Clear,0.0
2020-03-08,City_2,73.0,Rain,0.12
2020-03-09,City_2,78.7,Thunderstorm,2.16
2020-03-10,City_2,87.3,Fog,0.0
2020-03-11,City_2,81.6,Clear,0.0
2020-03-12,City_2,83.8,Clear,0.0
2020-03-13,City_2,67.1,Clear,0.0
2020-03-14,City_2,82.4,Rain,0.38
2020-03-15,City_2,75.8,Clear,0.0
2020-03-16,City_2,88.2,Clear,0.0
2020-03-17,City_2,75.2,Clear,0.0
2020-03-18,City_2,87.8,Clear,0.0
2020-03-19,City_2,79.7,Rain,1.97
2020-03-20,City_2,83.1,Clear,0.0
2020-03-21,City_2,78.4,Clear,0.0
2020-03-22,City_2,80.0,Clear,0.0
2020-03-23,City_2,83.9,Clear,0.0
2020-03-24,City_2,82.4,Clear,0.0
2020-03-25,City_2,75.2,Clear,0.0
2020-03-26,City_2,80.1,Rain,1.13
2020-03-27,City_2,75.5,Windy,0.0
2020-03-28,City_2,76.2,Clear,0.0
2020-03-29,City_2,80.7,Clear,0.0
2020-03-30,City_2,86.8,Thunderstorm,0.63
2020-03-31,City_2,86.3,Thunderstorm,2.04
2020-04-01,City_2,84.1,Thunderstorm,2.28
2020-04-02,City_2,79.8,Cloudy,0.0
2020-04-03,City_2,71.1,Rain,0.0
2020-04-04,City_2,81.1,Clear,0.0
2020-04-05,City_2,75.7,Clear,0.0
2020-04-06,City_2,93.2,Rain,1.55
2020-04-07,City_2,83.5,Clear,0.0
2020-04-08,City_2,75.2,Thunderstorm,1.58
2020-04-09,City_2,76.2,Clear,0.0
2020-04-10,City_2,85.4,Clear,0.0
2020-04-11,City_2,80.3,Clear,0.0
2020-04-12,City_2,73.1,Rain,0.87
2020-04-13,City_2,76.0,Clear,0.0
2020-04-14,City_2,75.5,Clear,0.0
2020-04-15,City_2,71.6,Clear,0.0
2020-04-16,City_2,66.2,Rain,1.26
2020-04-17,City_2,72.0,Rain,1.05
2020-04-18,City_2,77.6,Cloudy,0.0
2020-04-19,City_2,75.0,Clear,0.0
2020-04-20,City_2,70.0,Cloudy,0.0
2020-04-21,City_2,79.7,Clear,0.0
